🇨🇳央视频道,#genre#
CCTV-4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
冬奥纪实4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233353/index.m3u8
求索纪录4K,http://39.134.184.95:6610/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232776/42330389.smil/index.m3u8?fmt=ts2hls
CCTV8K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233413/index.m3u8
CCTV8K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233404/index.m3u8
CCTV8K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233350/index.m3u8
爱上4K,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226352/index.m3u8
纯享4k,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8




欢笑剧场4KHD,rtp://225.1.1.139:5002
4K私享家4K,rtp://225.1.1.156:5002
中央英语NEWS,rtp://225.1.1.27:5002

📡天津联通,#genre#



天津卫视HD,rtp://225.1.1.111:5002
天津-1新闻HD,rtp://225.1.1.130:5002
天津-2文艺HD,rtp://225.1.1.131:5002
天津-3影视HD,rtp://225.1.1.149:5002
天津-4都市HD,rtp://225.1.1.128:5002
天津-5体育HD,rtp://225.1.1.122:5002
天津-6科教HD,rtp://225.1.1.129:5002
天津-7少儿HD,rtp://225.1.1.125:5002

曲艺大观HD,rtp://225.1.2.53:5002
天津卫视IPTV,rtp://225.1.1.77:5002
天津卫视蓟州HD,rtp://225.1.1.82:5002
大港油田企业频道HD,rtp://225.1.2.14:5002
河西台,rtp://225.1.2.4:5002
河东台,rtp://225.1.2.2:5002
滨海1,rtp://225.1.2.7:5002
滨海2,rtp://225.1.2.8:5002
静海,rtp://225.1.1.110:5002

广东卫视HD,rtp://225.1.1.116:5002
海南卫视HD,rtp://225.1.2.82:5002
浙江卫视HD,rtp://225.1.1.112:5002
湖南卫视HD,rtp://225.1.1.114:5002
湖北卫视HD,rtp://225.1.1.147:5002
四川卫视HD,rtp://225.1.1.123:5002
江西卫视HD,rtp://225.1.2.29:5002
辽宁卫视HD,rtp://225.1.1.154:5002
安徽卫视HD,rtp://225.1.1.127:5002
深圳卫视HD,rtp://225.1.1.117:5002
吉林卫视HD,rtp://225.1.2.26:5002
上海东方卫视HD,rtp://225.1.2.31:5002
山东卫视HD,rtp://225.1.1.148:5002
北京卫视HD,rtp://225.1.1.113:5002
河北卫视HD,rtp://225.1.2.27:5002
江苏卫视HD,rtp://225.1.1.126:5002
河南卫视HD,rtp://225.1.2.61:5002
贵州卫视HD,rtp://225.1.2.28:5002
黑龙江卫视HD,rtp://225.1.1.115:5002
青海卫视,rtp://225.1.1.54:5002
三沙卫视,rtp://225.1.2.181:5002
宁夏卫视,rtp://225.1.1.56:5002
兵团卫视,rtp://225.1.1.57:5002
卡酷卡通,rtp://225.1.1.58:5002
金鹰卡通,rtp://225.1.1.59:5002
重庆卫视HD,rtp://225.1.1.155:5002
云南卫视,rtp://225.1.1.61:5002
炫动卡通,rtp://225.1.1.62:5002
湖南卫视金鹰纪实HD,rtp://225.1.1.124:5002

北京冬奥纪实HD,rtp://225.1.2.30:5002
上海纪实人文HD,rtp://225.1.2.25:5002
CCTV-风云足球HD,rtp://225.1.2.168:5002
CCTV-高尔夫·网球HD,rtp://225.1.2.169:5002
CCTV-第一剧场HD,rtp://225.1.2.175:5002
CCTV-怀旧剧场HD,rtp://225.1.2.173:5002
CCTV-风云剧场HD,rtp://225.1.2.174:5002
CCTV-世界地理HD,rtp://225.1.2.171:5002
CCTV-兵器科技HD,rtp://225.1.2.166:5002
中央新影老故事,rtp://225.1.1.188:5002
CCTV-央视文化精品HD,rtp://225.1.2.177:5002
CCTV-女性时尚HD,rtp://225.1.2.172:5002
中央新影新科动漫,rtp://225.1.1.191:5002
CCTV-风云音乐HD,rtp://225.1.2.176:5002
CCTV-电视指南HD,rtp://225.1.2.167:5002
CCTV-央视台球HD,rtp://225.1.2.170:5002
国学频道,rtp://225.1.1.199:5002
江苏卫视靓妆频道,rtp://225.1.1.200:5002
河南卫视梨园频道,rtp://225.1.1.202:5002
河南卫视文物宝库,rtp://225.1.1.203:5002
CETV早期教育,rtp://225.1.1.204:5002
重庆电视台汽摩频道,rtp://225.1.1.205:5002
河南卫视武术世界,rtp://225.1.1.208:5002
CCTV-卫生健康HD,rtp://225.1.2.165:5002
金色频道HD,rtp://225.1.1.236:5002
法治天地HD,rtp://225.1.1.237:5002
七彩戏剧,rtp://225.1.1.86:5002
东方财经浦东,rtp://225.1.1.87:5002
动漫秀场HD,rtp://225.1.1.134:5002
游戏风云HD,rtp://225.1.1.135:5002
FTV足球频道HD,rtp://225.1.1.98:5002
足球,rtp://225.1.1.105:5002

极速汽车HD,rtp://225.1.1.141:5002
生活时尚HD,rtp://225.1.1.143:5002
全纪实HD,rtp://225.1.1.145:5002
都市剧场HD,rtp://225.1.1.146:5002
china陶瓷HD,rtp://225.1.1.153:5002
辽宁卫视新动漫频道,rtp://225.1.1.216:5002
GTV网络棋牌,rtp://225.1.1.217:5002
湖南卫视光锋乒羽,rtp://225.1.1.219:5002
CHC家庭影院HD,rtp://225.1.1.213:5002
CHC高清电影HD,rtp://225.1.1.214:5002
CHC动作电影HD,rtp://225.1.1.215:5002

湖南卫视快乐垂钓HD,rtp://225.1.2.18:5002
湖南卫视茶频道HD,rtp://225.1.2.19:5002
广东卫视高尔夫频道,rtp://225.1.2.195:5002
中华特产频道,rtp://225.1.2.197:5002
湖北卫视休闲指南频道,rtp://225.1.2.196:5002
江苏卫视财富天下频道,rtp://225.1.2.198:5002
车迷频道,rtp://225.1.2.199:5002
环球旅游,rtp://225.1.2.200:5002
EETV生态环境频道,rtp://225.1.2.201:5002
四海钓鱼频道,rtp://225.1.2.202:5002
优优宝贝,rtp://225.1.2.203:5002
体育赛事HD,rtp://225.1.1.181:5002
DOX映画HD,rtp://225.1.1.238:5002
DOX剧场HD,rtp://225.1.1.239:5002
DOX新知HD,rtp://225.1.1.240:5002
DOX新艺HD,rtp://225.1.1.241:5002
DOX英伦HD,rtp://225.1.1.242:5002
DOX怡家HD,rtp://225.1.1.243:5002
DOX环映HD,rtp://225.1.1.244:5002
DOX雅趣HD,rtp://225.1.1.245:5002
爱心扶贫HD,rtp://225.1.2.132:5002
萌宠TVHD,rtp://225.1.1.132:5002
休闲体育HD,rtp://225.1.1.157:5002
IPTV3+,rtp://225.1.1.201:5002
IPTV5+HD,rtp://225.1.1.106:5002
羽球精品赛事HD,rtp://225.1.2.1:5002
书画频道,rtp://225.1.2.22:5002
家庭理财,rtp://225.1.2.23:5002
潮流音乐HD,rtp://225.1.2.55:5002
亲子游戏,rtp://225.1.2.120:5002
百事通经典重温HD,rtp://225.1.2.122:5002
百事通经典老片场HD,rtp://225.1.2.123:5002
124,rtp://225.1.2.124:5002
一至三年级,rtp://225.1.2.129:5002
百事通经典重温HD,rtp://225.1.2.131:5002
182,rtp://225.1.2.182:5002
183,rtp://225.1.2.183:5002
BDTV,rtp://225.1.1.83:5002

天津文艺广播,rtp://225.1.1.171:5002
天津经济广播,rtp://225.1.1.172:5002
天津新闻广播,rtp://225.1.1.173:5002
天津生活广播,rtp://225.1.1.174:5002
天津交通广播,rtp://225.1.1.175:5002
天津相声广播,rtp://225.1.1.176:5002
天津小说广播,rtp://225.1.1.177:5002
天津滨海广播,rtp://225.1.1.178:5002
天津音乐广播,rtp://225.1.1.179:5002
天津动听885广播,rtp://225.1.1.180:5002

📡天津联通单播,#genre#
CCTV-1FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.120:5002
CCTV-2FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.133:5002
CCTV-3FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.158:5002
CCTV-4FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.150:5002
CCTV-5FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.160:5002
CCTV-6FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.195:5002
CCTV-7FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.138:5002
CCTV-8FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.196:5002
CCTV-9FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.119:5002
CCTV-10FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.140:5002
CCTV-11FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.192:5002
CCTV-12FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.142:5002
CCTV-13FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.193:5002
CCTV-14FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.144:5002
CCTV-15FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.194:5002
CCTV-5+FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.121:5002
CCTV-17FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.52:5002
天津卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.99:5002
天津卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.111:5002
天津卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.99:5002
广东卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.116:5002
海南卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.82:5002
内蒙古卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.32:5002
浙江卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.112:5002
湖南卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.114:5002
湖北卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.147:5002
四川卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.123:5002
江西卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.29:5002
辽宁卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.154:5002
安徽卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.127:5002
深圳卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.117:5002
吉林卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.26:5002
东方卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.31:5002
北京卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.113:5002
河北卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.27:5002
江苏卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.126:5002
重庆卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.155:5002
河南卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.61:5002
贵州卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.28:5002
黑龙江卫视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.115:5002
甘肃卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.30:5002
新疆卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.35:5002
陕西卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.41:5002
山西卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.50:5002
西藏卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.51:5002
青海卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.54:5002
宁夏卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.56:5002
兵团卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.57:5002
云南卫视,http://www.92lovehtc.cn:4022/udp/225.1.1.61:5002
山东教育卫视,http://www.92lovehtc.cn:4022/udp/225.1.2.118:5002
三沙卫视,http://www.92lovehtc.cn:4022/udp/225.1.2.181:5002
CCTV-风云足球FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.168:5002
CCTV-高尔夫网球FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.169:5002
CCTV-第一剧场FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.175:5002
CCTV-怀旧剧场FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.173:5002
CCTV-风云剧场FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.174:5002
CCTV-世界地理FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.171:5002
CCTV-兵器科技FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.166:5002
CCTV-文化精品FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.177:5002
CCTV-女性时尚FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.172:5002
CCTV-风云音乐FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.176:5002
CCTV-电视指南FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.167:5002
CCTV-央视台球FHD,http://www.92lovehtc.cn:4022/udp/225.1.2.170:5002
CCTV-老故事,http://www.92lovehtc.cn:4022/udp/225.1.1.188:5002
CHC家庭影院FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.213:5002
CHC高清电影FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.214:5002
CHC动作电影FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.215:5002
DOX映画FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.238:5002
DOX剧场FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.239:5002
DOX新知FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.240:5002
DOX新艺FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.241:5002
DOX英伦FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.242:5002
DOX怡家FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.243:5002
DOX环映FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.244:5002
DOX雅趣FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.245:5002
天津新闻FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.130:5002
天津文艺FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.131:5002
天津影视FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.149:5002
天津都市FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.128:5002
天津体育FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.122:5002
天津科教FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.129:5002
天津少儿FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.125:5002
天津卫视蓟州FHD,http://www.92lovehtc.cn:4022/udp/225.1.1.82:5002
河西综合,http://www.92lovehtc.cn:4022/udp/225.1.2.4:5002
河东综合,http://www.92lovehtc.cn:4022/udp/225.1.2.2:5002
滨海-1,http://www.92lovehtc.cn:4022/udp/225.1.2.7:5002
滨海-2,http://www.92lovehtc.cn:4022/udp/225.1.2.8:5002
静海综合,http://www.92lovehtc.cn:4022/udp/225.1.1.110:5002

📡央卫高画质,#genre#
CCTV-1综合,http://220.202.142.253:808/hls/60/index.m3u8
CCTV-2财经,http://220.202.142.253:808/hls/61/index.m3u8
CCTV-3综艺,http://220.202.142.253:808/hls/63/index.m3u8
CCTV-4国际,http://220.202.142.253:808/hls/64/index.m3u8
CCTV-5体育,http://220.202.142.253:808/hls/21/index.m3u8
CCTV-5+,http://220.202.142.253:808/hls/66/index.m3u8
CCTV-6电影,http://220.202.142.253:808/hls/67/index.m3u8
CCTV-7军事农业,http://220.202.142.253:808/hls/68/index.m3u8
CCTV-8电视剧,http://220.202.142.253:808/hls/69/index.m3u8
CCTV-9纪录,http://220.202.142.253:808/hls/70/index.m3u8
CCTV-10科教,http://220.202.142.253:808/hls/71/index.m3u8
CCTV-11戏曲,http://220.202.142.253:808/hls/72/index.m3u8
CCTV-12社会与法,http://220.202.142.253:808/hls/73/index.m3u8
CCTV-13新闻,http://220.202.142.253:808/hls/74/index.m3u8
CCTV-14少儿,http://220.202.142.253:808/hls/75/index.m3u8
CCTV-15音乐,http://220.202.142.253:808/hls/76/index.m3u8
CCTV-17,http://220.202.142.253:808/hls/77/index.m3u8
湖南经视,http://220.202.142.253:808/hls/13/index.m3u8
湖南电影,http://220.202.142.253:808/hls/14/index.m3u8
湖南都视,http://220.202.142.253:808/hls/15/index.m3u8
湖南电视剧,http://220.202.142.253:808/hls/17/index.m3u8
湖南卫视,http://220.202.142.253:808/hls/19/index.m3u8
湖南国际,http://220.202.142.253:808/hls/1/index.m3u8
湖南娱乐,http://220.202.142.253:808/hls/2/index.m3u8
湖南电视剧,http://220.202.142.253:808/hls/3/index.m3u8
高清院线,http://220.202.142.253:808/hls/5/index.m3u8
湖南公共,http://220.202.142.253:808/hls/4/index.m3u8
抗战剧场,http://220.202.142.253:808/hls/6/index.m3u8
古装剧场,http://220.202.142.253:808/hls/7/index.m3u8
安徽卫视,http://220.202.142.253:808/hls/78/index.m3u8
北京卫视,http://220.202.142.253:808/hls/79/index.m3u8
兵团卫视,http://220.202.142.253:808/hls/80/index.m3u8
东方财经,http://220.202.142.253:808/hls/81/index.m3u8
东方卫视,http://220.202.142.253:808/hls/82/index.m3u8
东方影视,http://220.202.142.253:808/hls/83/index.m3u8
东南卫视,http://220.202.142.253:808/hls/84/index.m3u8
甘肃卫视,http://220.202.142.253:808/hls/85/index.m3u8
广东卫视,http://220.202.142.253:808/hls/86/index.m3u8
广西卫视,http://220.202.142.253:808/hls/87/index.m3u8
贵州卫视,http://220.202.142.253:808/hls/88/index.m3u8
杭州明珠,http://220.202.142.253:808/hls/89/index.m3u8
河北卫视,http://220.202.142.253:808/hls/90/index.m3u8
河南卫视,http://220.202.142.253:808/hls/91/index.m3u8
黑龙江卫视,http://220.202.142.253:808/hls/92/index.m3u8
湖北卫视,http://220.202.142.253:808/hls/93/index.m3u8
湖南卫视,http://220.202.142.253:808/hls/94/index.m3u8
吉林卫视,http://220.202.142.253:808/hls/95/index.m3u8
嘉佳卡通,http://220.202.142.253:808/hls/96/index.m3u8
江苏卫视,http://220.202.142.253:808/hls/97/index.m3u8
江西卫视,http://220.202.142.253:808/hls/98/index.m3u8
金鹰纪实,http://220.202.142.253:808/hls/99/index.m3u8
辽宁卫视,http://220.202.142.253:808/hls/100/index.m3u8
南方卫视,http://220.202.142.253:808/hls/101/index.m3u8
内蒙古卫视,http://220.202.142.253:808/hls/102/index.m3u8
宁夏卫视,http://220.202.142.253:808/hls/103/index.m3u8
青海卫视,http://220.202.142.253:808/hls/104/index.m3u8
厦门卫视,http://220.202.142.253:808/hls/105/index.m3u8
山东卫视,http://220.202.142.253:808/hls/106/index.m3u8
山西卫视,http://220.202.142.253:808/hls/107/index.m3u8
陕西卫视,http://220.202.142.253:808/hls/108/index.m3u8
四川卫视,http://220.202.142.253:808/hls/109/index.m3u8
天津卫视,http://220.202.142.253:808/hls/110/index.m3u8
西藏卫视,http://220.202.142.253:808/hls/111/index.m3u8
新疆卫视,http://220.202.142.253:808/hls/112/index.m3u8
云南卫视,http://220.202.142.253:808/hls/113/index.m3u8
浙江卫视,http://220.202.142.253:808/hls/114/index.m3u8
重庆卫视,http://220.202.142.253:808/hls/115/index.m3u8

📡NBA高清咕体育,#genre#
ONE 4K,http://stream.super-iptv.tv:80/live/tvip4k@rest/CxLy0erYNG/75002.ts
NBATV,https://d32ofcf96e94i8.cloudfront.net/hls/nbatv/chunks.m3u8
ESPN,https://d32ofcf96e94i8.cloudfront.net/hls/espn/chunks.m3u8
TNT,https://d32ofcf96e94i8.cloudfront.net/hls/TNT/chunks.m3u8
TSN,https://d32ofcf96e94i8.cloudfront.net/hls/tsn/chunks.m3u8
ABC,https://d32ofcf96e94i8.cloudfront.net/hls/abc/chunks.m3u8
凯尔特人,https://d32ofcf96e94i8.cloudfront.net/hls/celtics/chunks.m3u8
尼克斯,https://d32ofcf96e94i8.cloudfront.net/hls/knicks/chunks.m3u8
勇士,https://d32ofcf96e94i8.cloudfront.net/hls/warriors/chunks.m3u8
奇才,https://d32ofcf96e94i8.cloudfront.net/hls/wizards/chunks.m3u8
骑士,https://d32ofcf96e94i8.cloudfront.net/hls/cavaliers/chunks.m3u8
灰熊,https://d32ofcf96e94i8.cloudfront.net/hls/grizzlies/chunks.m3u8
快船,https://d32ofcf96e94i8.cloudfront.net/hls/clippers/chunks.m3u8
老鹰,https://d32ofcf96e94i8.cloudfront.net/hls/hawks/chunks.m3u8
魔术,https://d32ofcf96e94i8.cloudfront.net/hls/magic/chunks.m3u8
热火,https://d32ofcf96e94i8.cloudfront.net/hls/heat/chunks.m3u8
独行侠,https://d32ofcf96e94i8.cloudfront.net/hls/mavericks/chunks.m3u8
马刺,https://d32ofcf96e94i8.cloudfront.net/hls/spurs/chunks.m3u8
湖人,https://d32ofcf96e94i8.cloudfront.net/hls/lakers/chunks.m3u8
鹈鹕,https://d32ofcf96e94i8.cloudfront.net/hls/pelicans/chunks.m3u8
黄蜂,https://d32ofcf96e94i8.cloudfront.net/hls/hornets/chunks.m3u8
76人,https://d32ofcf96e94i8.cloudfront.net/hls/76ers/chunks.m3u8
篮网,https://d32ofcf96e94i8.cloudfront.net/hls/nets/chunks.m3u8
公牛,https://d32ofcf96e94i8.cloudfront.net/hls/bulls/chunks.m3u8
步行者,https://d32ofcf96e94i8.cloudfront.net/hls/pacers/chunks.m3u8
雄鹿,https://d32ofcf96e94i8.cloudfront.net/hls/bucks/chunks.m3u8
开拓者,https://d32ofcf96e94i8.cloudfront.net/hls/blazers/chunks.m3u8
猛龙,https://d32ofcf96e94i8.cloudfront.net/hls/raptors/chunks.m3u8
雷霆,https://d32ofcf96e94i8.cloudfront.net/hls/thunder/chunks.m3u8
太阳,https://d32ofcf96e94i8.cloudfront.net/hls/suns/chunks.m3u8
爵士,https://d32ofcf96e94i8.cloudfront.net/hls/jazz/chunks.m3u8
掘金,https://d32ofcf96e94i8.cloudfront.net/hls/nuggets/chunks.m3u8
国王,https://d32ofcf96e94i8.cloudfront.net/hls/kings/chunks.m3u8
活塞,https://d32ofcf96e94i8.cloudfront.net/hls/pistons/chunks.m3u8
火箭,https://dqm8bvwrahfi8.cloudfront.net/hls/rockets/chunks.m3u8
森林狼,https://d32ofcf96e94i8.cloudfront.net/hls/timberwolves/chunks.m3u8

ELEVEN 1 HD,(1080P 50F),http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/125
PREMIERE HD,http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/164
PREMIERE HD,http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/165
SPORTS TV +(720P 25F),http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/166
SPORTS TV 1(1080P 50F),http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/167
SPORTS TV 1(1080P 50F),http://main.webhostingtoto.xyz:2095/NEW_LIVE2711144451/7540066240/169
